ID,InvoiceNo,InvoiceDate,ID_1,ExtendedPrice
A00000034,312918,7/14/2020,BIOVITAMINS,48.75
W00080990,312652,7/2/2020,DEV20-32,16.75
W00080990,312652,7/2/2020,EPA-10,16.5
W00080990,312652,7/2/2020,GLOVESLG-100    *,27
W00080990,312652,7/2/2020,JAFACESFACEWASH-8,9.95
W00080990,312652,7/2/2020,JAFACESFACIALTONER,9.95
W00080990,312652,7/2/2020,JTC-4N,20.5
W00080990,312652,7/2/2020,JTC-6N,20.5
W00080990,312652,7/2/2020,PURECOND-32,21.95
W00080990,312652,7/2/2020,SPLISHSPLASH-128  *,55.95
W00232454,313316,7/29/2020,CHLSH-10,5.75
W00232454,313316,7/29/2020,CIT-10,31.8
W00232454,313316,7/29/2020,CIT-32,41.9
W00232454,313316,7/29/2020,COMBK-10,8.25
W00232454,313316,7/29/2020,EYHS-10,57
W00232454,313316,7/29/2020,EYHS-32,0
W00232454,313316,7/29/2020,MEDA-250,7.95
W00232454,313316,7/29/2020,PROMO F,70.5
W00324499,312865,7/10/2020,3 N CASTANO,19.98
W00324499,312865,7/10/2020,4 N CASTANO,19.98
W00324499,312865,7/10/2020,7 N-7/0 BIONDO,9.99
W00324499,312865,7/10/2020,8 N BIONDO,19.98
W00324499,312865,7/10/2020,BVS-10N,8
W00324499,312865,7/10/2020,BVS-3N,16
W00324499,312865,7/10/2020,BVS-6N,40
W00324499,312865,7/10/2020,BVS-7G,8
W00324499,312865,7/10/2020,BVS-8N,24
W00324499,312865,7/10/2020,CHLSH-10,5.75
W00324499,312865,7/10/2020,DEV20-32,33.5
W00324499,312865,7/10/2020,ENDWRAPS-500CT    *,31.6
W00324499,312865,7/10/2020,JABIOMINERALS-10,73.5
W00324499,312865,7/10/2020,JPOWERBLONDBLUE,49.9
W00324499,312865,7/10/2020,MEDA-250,47.7
W00324499,312865,7/10/2020,NHPERM-G,20.25
W00324499,312865,7/10/2020,NHPERM-R,20.25
W00324499,312865,7/10/2020,SMOOTHIECOND-10,7.5
W00333596,313166,7/23/2020,,0
W00333596,313166,7/23/2020,,0
W00333596,313166,7/23/2020,4 D-4/3,19.98
W00333596,313166,7/23/2020,4 N CASTANO,39.96
W00333596,313166,7/23/2020,6 D BIONDO,19.98
W00333596,313166,7/23/2020,6 N-6/0 BIONDO,49.95
W00333596,313166,7/23/2020,6DR-6/34,9.99
W00333596,313166,7/23/2020,7 C BIONDO,0
W00333596,313166,7/23/2020,7 N-7/0 BIONDO,19.98
W00333596,313166,7/23/2020,7RV ROSSO,9.99
W00333596,313166,7/23/2020,8 C BIONDO,9.99
W00333596,313166,7/23/2020,8 N BIONDO,9.99
W00333596,313166,7/23/2020,DURAGL-16,18.95
W00333596,313166,7/23/2020,EYHS-10,28.5
W00333596,313166,7/23/2020,EYHS-32,23.5
W00367112,313331,7/29/2020,DURAGL-16,18.95
W00367112,313331,7/29/2020,JABIOMINERALS-10,24.5
W00367112,313331,7/29/2020,MICAGEL-2,0
W00367112,313331,7/29/2020,MICAGEL-8,0
W00367112,313331,7/29/2020,PROMO F,37.8
W00367112,313331,7/29/2020,TEXCR-10,15.5
W00380267,312766,7/8/2020,3PLYMASK,10
W00380267,312766,7/8/2020,7 C BIONDO,19.98
W00380267,312766,7/8/2020,7 CD-7/31,9.99
W00380267,312766,7/8/2020,8 C BIONDO,9.99
W00380267,312766,7/8/2020,8 N BIONDO,19.98
W00380267,312766,7/8/2020,BIOMINOILLEAVEIN-9,29.85
W00380267,312766,7/8/2020,BSCON-32,16.95
W00380267,312766,7/8/2020,COMBK-10,33
W00380267,312766,7/8/2020,COMBK-32,18.5
W00380267,312766,7/8/2020,COMBKCOND-10,7.5
W00380267,312766,7/8/2020,CRAZYCLRZUCCHERO,9.99
W00380267,312766,7/8/2020,DEV10-32,16.75
W00380267,312766,7/8/2020,DISPOSABLECAPES,0
W00380267,312766,7/8/2020,DURAGL-16,18.95
W00380267,312766,7/8/2020,NHPERM-R,13.5
W00380267,312766,7/8/2020,PUMP-LTR   *,1.75
W00385819,312697,7/6/2020,CIT-32,20.95
W00385819,312697,7/6/2020,COMBK-32,23.5
W00385819,312697,7/6/2020,MESSAGE5,0
W00385819,312697,7/6/2020,PC PUTTY,25.5
W00385819,312805,7/8/2020,,0
W00385819,312805,7/8/2020,CIT-32,0
W00385819,312805,7/8/2020,COMBK-32,0
W00385819,312805,7/8/2020,MESSAGE1,0
W00385819,312805,7/8/2020,PC PUTTY,0
W00385819,313052,7/20/2020,BVS-6N,8
W00385819,313052,7/20/2020,CEA-10,5.75
W00385819,313052,7/20/2020,CEALEAVEINCOND-10,6.5
W00385819,313052,7/20/2020,MESSAGE5,0
W00402400,312607,7/1/2020,10 N BIONDO,9.99
W00402400,312607,7/1/2020,4 N CASTANO,9.99
W00402400,312607,7/1/2020,6 N-6/0 BIONDO,9.99
W00402400,312607,7/1/2020,7 N-7/0 BIONDO,9.99
W00402400,312607,7/1/2020,8 N BIONDO,9.99
W00402400,312607,7/1/2020,BSHS-10,123
W00402400,312607,7/1/2020,BVS-3N,8
W00402400,312607,7/1/2020,CASABLANCAOIL-2,0
W00402400,312607,7/1/2020,CIT-10,47.7
W00402400,312607,7/1/2020,CUCUMBERLOTION-2,14.4
W00402400,312607,7/1/2020,CURLALICIOUSFOAM-8,0
W00402400,312607,7/1/2020,DEV20-32,16.75
W00402400,312607,7/1/2020,EYHS-10,57
W00402400,312607,7/1/2020,JABIOMINERALS-10,0
W00402400,312607,7/1/2020,JAFACESWHITETEA,22
W00402400,312607,7/1/2020,OMGDRYTEXSPRAY-7,101.7
W00402400,312607,7/1/2020,PROMO F,73.5
W00402400,312607,7/1/2020,TEXCR-10,7.75
W00402400,312607,7/1/2020,VITASHINECOND-8,49.5
W00402400,312607,7/1/2020,VITASHINESHP-8,49.5
W00402400,312738,7/7/2020,JABIOMINERALS-10,49
W00402400,312738,7/7/2020,MEDA-1000,24.95
W00402400,312738,7/7/2020,MESSAGE2,0
W00402400,312738,7/7/2020,MESSAGE7,0
W00402400,312738,7/7/2020,SHAVE-8,6.95
W00402400,312738,7/7/2020,VITASHINECOND-32,25.95
W00402400,312738,7/7/2020,VITASHINESHP-32,25.95
